unique_work_order_no,create_date_raw,equipment_asset_no,datetime_open_raw,datetime_closed_raw,vendor_id,vendor_name,clean_work_order_key,maintenance_vehicle_key,maintenance_vendor_key,clean_labor_cost,clean_parts_cost,clean_commercial_cost,clean_total_cost,clean_record_status,alteryx_processed_at,source_table,source_record_id,asset_no,vehicle_id,clean_vehicle_key,clean_vendor_key
WO-2024-000834,2025-08-18 01:05:00,10314,2025-08-18 15:05:00,2025-08-22 14:05:00,V2058,North Star Garage,WO-2024-000834,10314,V2058,2616.71,1199.31,888.29,4704.31,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000834,10314,VH-10314,VH-10314,V2058
WO-2024-001764,2026-03-21 00:05:00,10314,2026-03-21 09:05:00,2026-03-25 19:05:00,V2015,GreenCharge,WO-2024-001764,10314,V2015,1784.62,1844.56,1053.57,4682.75,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001764,10314,VH-10314,VH-10314,V2015
WO-2024-001185,2025-11-06 00:45:00,10314,2025-11-06 04:45:00,2025-11-07 20:45:00,V2032,Reliable Truck Service,WO-2024-001185,10314,V2032,1543.12,784.02,0.00,2327.14,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001185,10314,VH-10314,VH-10314,V2032
WO-2026-001040,2024-01-05 06:30:00,10314,2024-01-05 11:30:00,2024-01-08 10:30:00,V2042,Urban Fleet Maintenance,WO-2026-001040,10314,V2042,1197.87,1363.79,0.00,2561.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001040,10314,VH-10314,VH-10314,V2042
WO-2024-001857,2024-12-18 05:20:00,10314,2024-12-18 11:20:00,2024-12-20 17:20:00,V2048,Northside Fleet Repair,WO-2024-001857,10314,V2048,1355.55,891.76,0.00,2247.31,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001857,10314,VH-10314,VH-10314,V2048
WO-2025-000088,2024-06-13 10:10:00,10314,2024-06-14 10:10:00,2024-06-17 14:10:00,V2052,FastLane PM Services,WO-2025-000088,10314,V2052,685.46,2076.21,1061.53,3823.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000088,10314,VH-10314,VH-10314,V2052
WO-2025-000772,2025-07-01 04:20:00,10314,2025-07-01 10:20:00,07/12/2025 19:20,V2069,FleetPro Service Center,WO-2025-000772,10314,V2069,1166.35,0.00,844.64,5012.47,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000772,10314,VH-10314,VH-10314,V2069
WO-2026-002711,2025-10-30 02:10:00,10314,10/30/2025 09:10,2025-11-02 21:10:00,"",Industrial Equipment Repair,WO-2026-002711,10314,"",878.09,1037.22,0.00,1915.31,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002711,10314,VH-10314,VH-10314,INDUSTRIAL EQUIPMENT REPAIR
WO-2026-002699,2025-05-30 12:20:00,10314,2025-06-01 03:20:00,2025-06-08 16:20:00,V2032,Reliable Truck Service,WO-2026-002699,10314,V2032,624.93,1617.63,0.00,2242.56,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002699,10314,VH-10314,VH-10314,V2032
WO-2026-002675,2025-08-25 14:05:00,10314,2025-08-26 22:05:00,2025-08-30 21:05:00,V2010,Quick Fuel Partners,WO-2026-002675,10314,V2010,1309.64,2299.19,0.00,3608.83,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002675,10314,VH-10314,VH-10314,V2010
WO-2025-001717,2024-02-12 08:15:00,10314,2024-02-13 09:15:00,02/14/2024 17:15,V2047,Precision Hydraulics,WO-2025-001717,10314,V2047,900.73,1485.56,181.38,2567.67,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001717,10314,VH-10314,VH-10314,V2047
WO-2026-003398,2024-09-01 06:30:00,10314,09/02/2024 02:30,2024-09-05 00:30:00,V2005,RoadReady Repairs,WO-2026-003398,10314,V2005,1474.13,1090.48,0.00,2564.61,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003398,10314,VH-10314,VH-10314,V2005
WO-2026-000998,2024-04-10 14:10:00,10314,2024-04-11 21:10:00,2024-04-15 23:10:00,V2014,BlueLine Fuel,WO-2026-000998,10314,V2014,2343.62,651.76,0.00,2995.38,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000998,10314,VH-10314,VH-10314,V2014
WO-2024-001254,2025-10-22 09:20:00,10314,2025-10-23 03:20:00,2025-10-26 17:20:00,V2006,City Wide Tire and Brake,WO-2024-001254,10314,V2006,979.27,702.59,0.00,1681.86,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001254,10314,VH-10314,VH-10314,V2006
WO-2025-002371,2024-11-03 16:45:00,10103,2024-11-05 03:45:00,2024-11-09 15:45:00,V2008,Reliable Truck Service,WO-2025-002371,10103,V2008,1709.03,1937.36,1153.21,4799.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002371,10103,VH-10103,VH-10103,V2008
WO-2024-002808,2025-03-22 02:00:00,10103,2025-03-22 02:00:00,2025-03-27 23:00:00,V2033,Precision Hydraulics,WO-2024-002808,10103,V2033,811.85,331.24,966.45,2109.54,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002808,10103,VH-10103,VH-10103,V2033
WO-2026-000116,2025-08-06 04:20:00,10103,2025-08-06 11:20:00,08/12/2025 00:20,V2047,Precision Hydraulics,WO-2026-000116,10103,V2047,1869.30,1858.03,0.00,3727.33,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000116,10103,VH-10103,VH-10103,V2047
WO-2024-003381,2024-05-18 12:30:00,10103,2024-05-20 03:30:00,2024-05-23 22:30:00,V2002,Quick Fuel Partners,WO-2024-003381,10103,V2002,2047.72,855.74,134.61,3038.07,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003381,10103,VH-10103,VH-10103,V2002
WO-2025-001243,2025-01-09 07:30:00,10103,2025-01-11 03:30:00,2025-01-18 04:30:00,V2012,Premier Collision Center,WO-2025-001243,10103,V2012,2352.79,2149.87,0.00,4502.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001243,10103,VH-10103,VH-10103,V2012
WO-2026-001691,2026-01-13 14:10:00,10103,2026-01-15 05:10:00,2026-01-16 08:10:00,V2062,Apex Maintenance Group,WO-2026-001691,10103,V2062,1416.94,1902.28,0.00,3319.22,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001691,10103,VH-10103,VH-10103,V2062
WO-2025-000292,2024-05-17 11:10:00,10103,2024-05-19 05:10:00,2024-05-27 22:10:00,V2013,Industrial Equipment Repair,WO-2025-000292,10103,V2013,1225.93,1550.90,260.73,3037.56,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000292,10103,VH-10103,VH-10103,V2013
WO-2026-001901,2026-03-10 02:45:00,10103,2026-03-10 05:45:00,2026-03-15 08:45:00,V2023,Budget Auto Care,WO-2026-001901,10103,V2023,1385.39,463.40,0.00,1848.79,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001901,10103,VH-10103,VH-10103,V2023
WO-2025-001579,2024-07-09 12:05:00,10103,2024-07-10 06:05:00,2024-07-14 12:05:00,V9512,Premier Collision Center,WO-2025-001579,10103,V9512,1329.28,2311.19,672.74,4313.21,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001579,10103,VH-10103,VH-10103,V9512
WO-2026-001340,2024-12-25 17:15:00,10103,2024-12-27 15:15:00,2025-01-02 18:15:00,V2037,Central Parts Warehouse,WO-2026-001340,10103,V2037,72.37,1437.37,235.63,1745.37,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001340,10103,VH-10103,VH-10103,V2037
WO-2024-000477,2024-03-08 19:15:00,10103,2024-03-08 19:15:00,2024-03-15 13:15:00,V2069,FleetPro Service Center,WO-2024-000477,10103,V2069,879.52,51.91,0.00,931.43,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000477,10103,VH-10103,VH-10103,V2069
WO-2024-000348,11/10/2025 04:05,10103,2025-11-10 08:05:00,11/16/2025 10:05,V2063,GreenCharge EV Supply,WO-2024-000348,10103,V2063,1717.79,905.85,561.29,3184.93,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000348,10103,VH-10103,VH-10103,V2063
WO-2025-002242,2025-08-16 07:05:00,10103,2025-08-17 06:05:00,2025-08-21 02:05:00,V9113,Lakeshore Automotive,WO-2025-002242,10103,V9113,770.77,183.39,0.00,954.16,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002242,10103,VH-10103,VH-10103,V9113
WO-2024-003564,2026-03-19 05:05:00,10136,2026-03-19 05:05:00,2026-03-23 20:05:00,V2007,Apex Maintenance Group,WO-2024-003564,10136,V2007,2489.38,1945.81,0.00,4435.19,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003564,10136,VH-10136,VH-10136,V2007
WO-2024-002544,2026-03-09 07:05:00,10136,2026-03-10 19:05:00,2026-03-18 06:05:00,V2033,Precision Hydraulics,WO-2024-002544,10136,V2033,433.97,1291.15,693.87,2418.99,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002544,10136,VH-10136,VH-10136,V2033
WO-2025-000727,2024-10-02 14:20:00,10136,2024-10-02 23:20:00,2024-10-09 12:20:00,V2069,FleetPro Service Center,WO-2025-000727,10136,V2069,134.34,2125.51,852.74,3112.59,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000727,10136,VH-10136,VH-10136,V2069
WO-2025-003712,2025-01-25 21:20:00,10136,2025-01-26 08:20:00,2025-01-30 22:20:00,V2058,North Star Garage,WO-2025-003712,10136,V2058,3671.34,546.23,247.41,4464.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003712,10136,VH-10136,VH-10136,V2058
WO-2024-000735,2025-07-13 03:45:00,10136,2025-07-14 16:45:00,2025-07-22 21:45:00,V2066,Reliable Truck Service,WO-2024-000735,10136,V2066,1610.53,697.67,0.00,2308.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000735,10136,VH-10136,VH-10136,V2066
WO-2026-003434,2024-08-09 06:30:00,10136,2024-08-09 18:30:00,2024-08-16 19:30:00,V2020,Metro Fuel Svc,WO-2026-003434,10136,V2020,151.83,1392.20,0.00,1544.03,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003434,10136,VH-10136,VH-10136,V2020
WO-2026-002024,2024-05-18 20:05:00,10136,2024-05-20 07:05:00,2024-05-26 12:05:00,V2045,Superior Body Shop,WO-2026-002024,10136,V2045,2639.32,1013.36,211.36,3864.04,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002024,10136,VH-10136,VH-10136,V2045
WO-2026-003527,2026-03-05 11:30:00,10136,2026-03-05 16:30:00,2026-03-09 17:30:00,V2044,Green Charge,WO-2026-003527,10136,V2044,428.56,1857.15,981.74,3267.45,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003527,10136,VH-10136,VH-10136,V2044
WO-2025-000118,2025-05-07 03:00:00,10136,2025-05-08 08:00:00,2025-05-11 07:00:00,V2022,Precision Hydraulics,WO-2025-000118,10136,V2022,316.22,605.28,89.62,1011.12,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000118,10136,VH-10136,VH-10136,V2022
WO-2026-001205,2025-06-30 15:20:00,10219,2025-06-30 16:20:00,2025-07-05 19:20:00,V2047,Precision Hydraulics,WO-2026-001205,10219,V2047,1929.43,2070.74,0.00,4000.17,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001205,10219,VH-10219,VH-10219,V2047
WO-2024-003195,2026-03-03 09:45:00,10219,2026-03-05 06:45:00,2026-03-10 22:45:00,V2039,Premier Collision Center,WO-2024-003195,10219,V2039,789.01,216.74,1051.44,2057.19,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003195,10219,VH-10219,VH-10219,V2039
WO-2026-002453,2026-01-29 02:20:00,10219,2026-01-30 20:20:00,2026-02-02 07:20:00,V2035,Premier Collision Center Company,WO-2026-002453,10219,V2035,25.77,2400.60,314.83,2741.20,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002453,10219,VH-10219,VH-10219,V2035
WO-2025-001351,2025-02-19 15:15:00,10219,02/21/2025 02:15,2025-02-26 23:15:00,V2047,Precision Hydraulics,WO-2025-001351,10219,V2047,1322.43,1559.17,525.83,3407.43,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001351,10219,VH-10219,VH-10219,V2047
WO-2024-000642,2025-06-01 05:30:00,10219,2025-06-01 14:30:00,2025-06-03 13:30:00,V2051,Central Parts Warehouse,WO-2024-000642,10219,V2051,2248.75,1530.80,615.82,4395.37,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000642,10219,VH-10219,VH-10219,V2051
WO-2024-000102,2024-09-14 16:15:00,10219,2024-09-16 08:15:00,09/21/2024 10:15,V2039,Premier Collision Center,WO-2024-000102,10219,V2039,2532.06,603.60,0.00,3135.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000102,10219,VH-10219,VH-10219,V2039
WO-2025-002695,2025-01-02 12:00:00,10219,2025-01-02 13:00:00,2025-01-06 16:00:00,"",Universal Fleet Solutions,WO-2025-002695,10219,"",2920.27,2240.39,970.47,6131.13,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002695,10219,VH-10219,VH-10219,UNIVERSAL FLEET SOLUTIONS
WO-2025-001315,2024-01-19 00:45:00,10219,2024-01-19 16:45:00,2024-01-22 21:45:00,V2031,Universal Fleet Solutions,WO-2025-001315,10219,V2031,2882.95,1799.44,0.00,4682.39,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001315,10219,VH-10219,VH-10219,V2031
WO-2026-003347,2024-08-12 17:15:00,10219,2024-08-12 21:15:00,2024-08-16 12:15:00,V2015,"",WO-2026-003347,10219,V2015,1070.28,1238.62,0.00,2308.90,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003347,10219,VH-10219,VH-10219,V2015
WO-2024-001311,2024-04-28 03:30:00,10219,2024-04-30 02:30:00,2024-05-05 11:30:00,V2057,City Wide Tire and Brake,WO-2024-001311,10219,V2057,401.00,1232.14,0.00,1633.14,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001311,10219,VH-10219,VH-10219,V2057
WO-2024-000387,2026-03-03 04:15:00,10219,2026-03-03 12:15:00,2026-03-09 17:15:00,V2007,Apex Maintenance Group,WO-2024-000387,10219,V2007,1869.85,1621.19,1020.71,4511.75,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000387,10219,VH-10219,VH-10219,V2007
WO-2024-002535,2025-05-29 08:45:00,10280,2025-05-30 15:45:00,2025-06-06 22:45:00,V2041,Evergreen Battery Supply,WO-2024-002535,10280,V2041,1571.99,1135.96,0.00,2707.95,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002535,10280,VH-10280,VH-10280,V2041
WO-2024-000300,2025-12-17 14:10:00,10280,2025-12-18 03:10:00,2025-12-23 17:10:00,V2026,Reliable Truck Service,WO-2024-000300,10280,V2026,1268.81,2161.97,0.00,3430.78,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000300,10280,VH-10280,VH-10280,V2026
WO-2025-001891,2025-10-24 20:20:00,10280,2025-10-26 05:20:00,2025-10-30 23:20:00,V2051,Central Parts Warehouse,WO-2025-001891,10280,V2051,259.75,2352.31,0.00,2612.06,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001891,10280,VH-10280,VH-10280,V2051
WO-2026-001799,2025-05-01 08:30:00,10280,2025-05-01 19:30:00,2025-05-07 13:30:00,V2009,"Joe's Automotive LLC",WO-2026-001799,10280,V2009,2834.67,2074.62,396.97,5306.26,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001799,10280,VH-10280,VH-10280,V2009
WO-2025-002059,2024-04-24 15:05:00,10280,2024-04-26 06:05:00,2024-05-03 01:05:00,V2026,Reliable Truck Service,WO-2025-002059,10280,V2026,1548.36,1088.40,590.29,3575.43,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002059,10280,VH-10280,VH-10280,V2026
WO-2026-003362,2024-05-25 04:20:00,10280,2024-05-25 22:20:00,2024-05-29 22:20:00,V2022,Precision Hydraulics,WO-2026-003362,10280,V2022,2012.68,2089.20,0.00,4101.88,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003362,10280,VH-10280,VH-10280,V2022
WO-2026-002435,2024-02-19 19:45:00,10054,2024-02-21 11:45:00,2024-02-23 18:45:00,V2001,Precision Hydraulics,WO-2026-002435,10054,V2001,547.03,985.26,984.11,2516.40,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002435,10054,VH-10054,VH-10054,V2001
WO-2025-002911,2024-11-16 21:10:00,10054,2024-11-16 23:10:00,2024-11-23 07:10:00,V2061,Apex Maintenance Group,WO-2025-002911,10054,V2061,693.24,299.15,0.00,992.39,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002911,10054,VH-10054,VH-10054,V2061
WO-2025-003349,2025-06-03 18:00:00,10054,2025-06-04 13:00:00,2025-06-09 17:00:00,V2061,Apex Maintenance Group,WO-2025-003349,10054,V2061,1025.07,344.66,1015.65,2385.38,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003349,10054,VH-10054,VH-10054,V2061
WO-2026-000947,2025-12-07 22:20:00,10054,2025-12-07 22:20:00,2025-12-10 18:20:00,"",Industrial Equipment Repair,WO-2026-000947,10054,"",572.48,1251.88,0.00,1824.36,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000947,10054,VH-10054,VH-10054,INDUSTRIAL EQUIPMENT REPAIR
WO-2024-000954,2026-02-27 03:45:00,10054,2026-02-27 17:45:00,2026-03-02 06:45:00,V2038,Urban Fleet Maintenance,WO-2024-000954,10054,V2038,2149.04,1824.22,830.73,4803.99,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000954,10054,VH-10054,VH-10054,V2038
WO-2025-000982,2025-01-30 23:05:00,10054,2025-01-31 18:05:00,2025-02-03 22:05:00,V2052,FastLane PM Services,WO-2025-000982,10054,V2052,1267.26,110.38,839.48,2217.12,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000982,10054,VH-10054,VH-10054,V2052
WO-2025-002863,2025-07-16 06:30:00,10054,2025-07-17 05:30:00,2025-07-23 20:30:00,V2003,Lakeshore Automotive,WO-2025-002863,10054,V2003,1809.63,1508.42,1030.03,4679.24,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002863,10054,VH-10054,VH-10054,V2003
WO-2025-000652,2025-06-05 14:00:00,10054,2025-06-06 03:00:00,2025-06-11 22:00:00,V2014,Precision Hydraulics,WO-2025-000652,10054,V2014,168.59,1819.60,0.00,1988.19,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000652,10054,VH-10054,VH-10054,V2014
WO-2026-000248,2024-02-03 18:20:00,10054,2024-02-04 06:20:00,2024-02-09 03:20:00,V2010,Quick Fuel Partners,WO-2026-000248,10054,V2010,2355.10,1475.02,23.43,3853.55,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000248,10054,VH-10054,VH-10054,V2010
WO-2024-001590,2024-02-24 21:00:00,10054,2024-02-25 15:00:00,2024-03-02 18:00:00,V2058,North Star Garage,WO-2024-001590,10054,V2058,1605.14,1142.48,0.00,2747.62,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-001590,10054,VH-10054,VH-10054,V2058
WO-2025-003001,2025-03-22 21:05:00,10054,2025-03-23 07:05:00,2025-03-26 10:05:00,"",Quick Fuel Prtnrs,WO-2025-003001,10054,"",2919.49,260.67,0.00,3180.16,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003001,10054,VH-10054,VH-10054,QUICK FUEL PRTNRS
WO-2026-001172,2024-06-11 13:30:00,10054,2024-06-11 22:30:00,2024-06-20 06:30:00,V2039,Unknown Vendor,WO-2026-001172,10054,V2039,1923.71,0.00,0.00,2567.53,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001172,10054,VH-10054,VH-10054,V2039
WO-2026-002132,2026-05-01 15:00:00,10075,05/03/2026 14:00,05/08/2026 23:00,V2003,Lakeshore Automotive,WO-2026-002132,10075,V2003,613.46,2116.83,0.00,2730.29,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002132,10075,VH-10075,VH-10075,V2003
WO-2024-000630,2026-03-14 07:45:00,10075,2026-03-15 08:45:00,2026-03-20 12:45:00,V2013,Industrial Equipment Repair,WO-2024-000630,10075,V2013,2892.20,2186.40,0.00,5078.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000630,10075,VH-10075,VH-10075,V2013
WO-2024-002022,2026-03-03 02:45:00,10075,2026-03-03 03:45:00,2026-03-08 16:45:00,V2020,Universal Fleet Solutions,WO-2024-002022,10075,V2020,2027.43,1111.96,0.00,3139.39,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002022,10075,VH-10075,VH-10075,V2020
WO-2026-002942,2024-11-01 21:20:00,10075,2024-11-03 05:20:00,2024-11-12 14:20:00,V2014,Precision Hydraulics,WO-2026-002942,10075,V2014,2078.80,115.94,0.00,2194.74,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-002942,10075,VH-10075,VH-10075,V2014
WO-2025-001603,2026-01-20 16:10:00,10075,2026-01-20 18:10:00,2026-01-29 14:10:00,V2052,FastLane PM Services,WO-2025-001603,10075,V2052,1224.62,2353.80,0.00,3578.42,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-001603,10075,VH-10075,VH-10075,V2052
WO-2025-002218,01/15/2026 15:30,10004,2026-01-15 21:30:00,2026-01-25 01:30:00,V2025,CITYWIDE TIRE,WO-2025-002218,10004,V2025,3413.13,407.20,440.00,4260.33,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002218,10004,VH-10004,VH-10004,V2025
WO-2026-001304,2024-08-27 13:15:00,10004,2024-08-28 09:15:00,2024-09-01 18:15:00,V2027,QuickFuel,WO-2026-001304,10004,V2027,2356.11,2200.95,0.00,4557.06,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-001304,10004,VH-10004,VH-10004,V2027
WO-2025-002080,2025-03-08 17:05:00,10004,03/10/2025 08:05,2025-03-14 10:05:00,V2017,Partner Mobile Mechanics,WO-2025-002080,10004,V2017,1786.50,2062.16,0.00,3848.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-002080,10004,VH-10004,VH-10004,V2017
WO-2026-003416,2025-02-16 04:05:00,10004,02/16/2025 12:05,2025-02-22 05:05:00,V2046,Atlas Heavy Truck,WO-2026-003416,10004,V2046,1612.09,1283.86,0.00,2895.95,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003416,10004,VH-10004,VH-10004,V2046
WO-2026-000830,2026-04-08 06:45:00,10004,2026-04-08 17:45:00,2026-04-13 04:45:00,V2019,Central Parts Warehouse,WO-2026-000830,10004,V2019,1615.14,1002.54,0.00,2941.66,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000830,10004,VH-10004,VH-10004,V2019
WO-2025-000406,2025-03-28 18:05:00,10004,2025-03-28 23:05:00,2025-04-05 02:05:00,V2070,Premier Collision Center,WO-2025-000406,10004,V2070,1545.10,1078.49,908.96,3532.55,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-000406,10004,VH-10004,VH-10004,V2070
WO-2024-000252,2025-06-09 13:15:00,10004,2025-06-09 19:15:00,2025-06-17 02:15:00,V2057,City Wide Tire and Brake,WO-2024-000252,10004,V2057,2330.77,1428.25,976.96,4735.98,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000252,10004,VH-10004,VH-10004,V2057
WO-2024-003789,2024-12-19 08:20:00,10004,2024-12-20 21:20:00,2024-12-25 23:20:00,V2010,Quick Fuel Partners,WO-2024-003789,10004,V2010,586.60,572.46,0.00,1159.06,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-003789,10004,VH-10004,VH-10004,V2010
WO-2024-000318,2025-08-25 00:00:00,10293,2025-08-25 08:00:00,2025-08-29 15:00:00,V2051,Central Parts Warehouse,WO-2024-000318,10293,V2051,1523.06,2422.93,0.00,3945.99,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-000318,10293,VH-10293,VH-10293,V2051
WO-2024-002505,2024-09-14 17:15:00,10293,2024-09-15 13:15:00,2024-09-19 10:15:00,V2024,Green Charge,WO-2024-002505,10293,V2024,3128.70,1179.35,624.94,4932.99,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002505,10293,VH-10293,VH-10293,V2024
WO-2026-000563,2025-07-28 18:30:00,10293,2025-07-29 18:30:00,2025-08-05 13:30:00,V2051,Central Parts Warehouse,WO-2026-000563,10293,V2051,1302.34,165.53,226.25,1694.12,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-000563,10293,VH-10293,VH-10293,V2051
WO-2026-003611,2026-01-07 11:20:00,10293,2026-01-07 21:20:00,2026-01-13 21:20:00,V2070,Premier Collision Center,WO-2026-003611,10293,V2070,1374.05,163.30,0.00,1537.35,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2026-003611,10293,VH-10293,VH-10293,V2070
WO-2025-003871,2024-08-29 02:00:00,10293,2024-08-29 14:00:00,09/04/2024 18:00,V2042,Urban Fleet Maintenance,WO-2025-003871,10293,V2042,225.93,424.11,615.56,1265.60,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2025-003871,10293,VH-10293,VH-10293,V2042
WO-2024-002685,2026-05-01 08:30:00,10293,2026-05-02 22:30:00,2026-05-07 22:30:00,V2008,Reliable Truck Service,WO-2024-002685,10293,V2008,872.38,1744.24,815.93,3432.55,CLEAN,2026-05-29 14:00:10,raw.maintenance_work_orders_raw,WO-2024-002685,10293,VH-10293,VH-10293,V2008
