assessment_id,assessment_date,vehicle_id,registration_no,Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,source_system
CA-000938,11/15/2025,VH-10022,UCI7123,Chevrolet Express,121279,GOOD,0,11,EV,Manual,,121426,2024-11-23,2021-06-09,Second,3560,6,3,39.69,Good,GOOD,Weak,0,MaintenanceRiskModel
CA-000939,2025-04-03,VH-10356,PWK9839,F-150,158312,Poor,3,8,DIESEL,CVT,3.5L,172986,2025-02-26,2022-10-12,Company,3748,7,3,17.21,Poor,GOOD,Weak,0,MaintenanceRiskModel
CA-000940,2024-04-02,VH-10092,BHY6208,Transit,151545,Average,1,8,DIESEL,Manual,2000,172074,2023-04-17,2022-05-29,,2351,10,0,16.54,GOOD,Worn,Good,1,MaintenanceRiskModel
CA-000941,2024-12-07,VH-10306,ZKO2347,Van,63232,Poor,,3,GAS,Automatic,Electric,63228,07/24/2024,2029-02-10,,4281,2,1,9.53,GOOD,Needs Service,WEAK,0,ConditionPortal
CA-000942,2025-11-18,VH-10285,TTU4400,Express,241177,Good,1,13,Diesel,AUTO,2500,240899,2024-10-08,2018-09-30,,3836,0,0,43.35,GOOD,Poor,Replace,0,MaintenanceRiskModel
CA-000943,2024-12-26,VH-10293,UDN0019,Chevrolet Silverado,35726,Unknown,3,2,Hybrid,,3.5L,49921,2024-07-16,2028-07-27,Leased,3474,11,0,31.44,GOOD,New,Unknown,0,ConditionPortal
CA-000944,2024-03-09,VH-10340,CLY0078,Ford Transit,43109,GOOD,2,2,Hybrid,Manual,,53676,2023-07-14,2028-01-05,Pool,2631,17,0,32.19,Good,Good,Replace,1,ConditionPortal
CA-000945,2024-03-02,VH-10053,QGL6636,Transit,121704,Good,1,6,DIESEL,,3.5L,140506,2024-01-05,2025-06-22,Leased,4369,9,1,45.32,GOOD,New,Unknown,1,MaintenanceRiskModel
CA-000946,2024-05-04,VH-10313,NIP7881,GMC Sierra,228458,Average,0,14,Hybrid,CVT,Electric,248614,2024-04-19,2015-08-13,Leased,3770,16,0,53.57,Poor,Good,New,1,ConditionPortal
CA-000947,2025-11-19,VH-X9638,ZWO9726,F-150,93644,Unknown,3,5,Diesel,,3.5L,93891,2025-12-27,2026-10-10,,2658,2,0,15.98,New,Worn,Good,1,ConditionPortal
CA-000948,2026-01-19,VH-10389,MQX3601,GMC Sierra,98962,GOOD,0,5,DIESEL,Automatic,2000,115973,02/18/2025,2023-09-30,Company,1412,9,0,16.71,Worn,Needs Service,Good,0,InspectionApp
CA-000949,2025-11-13,VH-10393,ACN0996,Van,107344,Unknown,1,5,Diesel,AUTO,,107394,2025-06-24,2025-11-18,Company,2357,0,0,31.66,Good,Worn,WEAK,1,InspectionApp
CA-000950,2024-10-01,VH-10043,QCI0298,Truck,177398,Average,2,8,EV,,6.7L,198309,2024-01-03,2024-06-03,Company,2210,5,0,15.65,Good,Good,New,0,InspectionApp
CA-000951,2024-06-08,VH-10219,XJC4753,Truck,157471,Unknown,2,8,EV,AUTO,,170274,04/17/2023,2024-03-24,Leased,850,7,0,38.0,New,Good,Unknown,0,InspectionApp
CA-000952,2025-08-27,VH-10182,RYO2003,Heavy Truck,98100,Good,1,5,DIESEL,Manual,2.0L,98252,2025-07-22,2026-02-26,Company,2613,20,1,15.26,Good,Poor,WEAK,1,MaintenanceRiskModel
CA-000953,2024-02-03,VH-10384,SJG6326,NV200,217137,Unknown,2,10,EV,Manual,Electric,217299,2023-10-02,2019-12-16,Second,1151,14,2,20.66,Good,Worn,Unknown,0,MaintenanceRiskModel
CA-000954,2025-01-14,VH-10144,UUN9176,Sedan,77099,GOOD,1,4,Diesel,Manual,,77328,2023-12-30,2027-05-22,Company,1809,0,0,31.63,Poor,Good,Unknown,1,MaintenanceRiskModel
CA-000955,2024-09-13,VH-10348,LHS3364,Honda Civic,10072,Unknown,0,1,Hybrid,,2000,22204,2024-04-15,2028-03-09,Pool,853,10,3,19.6,Poor,Worn,Good,0,InspectionApp
CA-000956,2025-11-13,VH-10237,JXH0864,Honda Civic,64462,GOOD,1,6,DIESEL,Manual,,72395,2026-01-09,04/12/2024,Leased,928,15,0,27.72,Good,Needs Service,Replace,1,ConditionPortal
CA-000957,2024-08-30,VH-10236,FSR3291,Sedan,113507,Good,3,9,Gas,Automatic,Electric,113305,2023-09-14,10/19/2020,,3392,15,0,28.2,Good,Good,Unknown,1,ConditionPortal
CA-000958,2024-03-24,VH-10306,ZKO2347,Van,60605,Average,1,3,Gas,AUTO,3.5L,60434,2023-07-18,2029-02-10,,3277,13,2,45.16,GOOD,Poor,Weak,0,MaintenanceRiskModel
CA-000959,2025-05-05,VH-10209,EEV0445,Truck,254280,GOOD,2,13,Diesel,CVT,2500,265222,2024-05-24,2019-09-09,Second,889,3,2,9.15,Poor,Poor,WEAK,0,MaintenanceRiskModel
CA-000960,2024-05-04,VH-10004,KRZ0273,Tacoma,129175,Average,3,9,Gas,AUTO,2000,129474,2024-02-10,2020-07-23,Company,4434,6,0,13.29,New,Worn,Good,1,InspectionApp
CA-000961,2024-06-21,,BDL9893,Sedan,90288,Good,0,6,Electric,Automatic,1.8L,90107,2023-05-14,2025-04-05,Company,2793,10,0,10.39,GOOD,New,Good,1,ConditionPortal
CA-000962,2025-11-03,VH-10381,TQJ3478,Truck,124172,Poor,0,10,EV,Automatic,2500,123957,2024-09-22,2019-08-27,,2513,16,3,53.48,Poor,GOOD,Weak,1,MaintenanceRiskModel
CA-000963,2025-06-10,VH-10143,EAZ6028,Camry,35224,Average,1,2,Hybrid,Automatic,Electric,35484,2025-03-15,2028-05-07,Leased,3242,14,0,8.29,Worn,New,Good,1,MaintenanceRiskModel
CA-000964,2024-10-08,VH-10166,GBU2244,Toyota Tacoma,121063,Unknown,1,12,Diesel,AUTO,2000,121327,2024-10-04,2018-10-15,Leased,966,15,0,10.47,Worn Out,GOOD,Unknown,0,InspectionApp
CA-000965,2024-11-07,VH-10012,CUE3923,Explorer,112824,Average,,13,petrol,Manual,2500,119278,2024-01-24,2017-10-15,Second,3786,12,1,37.98,Poor,Good,Unknown,0,ConditionPortal
CA-000966,2024-11-13,VH-10011,SCV1102,Sierra,182325,Average,3,11,Gas,Automatic,,182621,2024-05-02,2018-09-01,Leased,2384,7,0,50.72,GOOD,New,Good,0,MaintenanceRiskModel
CA-000967,2025-11-24,VH-10125,XYD8116,Honda Civic,96331,Average,,5,EV,Automatic,,102640,2025-04-23,2025-10-03,Leased,895,13,0,23.01,Poor,GOOD,New,0,MaintenanceRiskModel
CA-000968,2025-12-12,VH-10196,WDM5374,GMC Sierra,93390,Unknown,0,7,Diesel,Manual,Electric,93534,2025-08-08,2021-09-12,Company,3599,1,0,26.21,Poor,Worn,New,1,MaintenanceRiskModel
CA-000969,2025-11-11,VH-10066,MTT6502,Chevrolet Silverado,218829,Good,3,11,EV,AUTO,2500,218876,2024-11-08,2027-05-22,,4446,6,2,31.76,GOOD,Poor,Replace,0,MaintenanceRiskModel
CA-000970,2025-10-25,VH-10352,PQP6278,Silverado,129964,GOOD,1,7,ELECTRIC,AUTO,2500,129742,2025-05-26,2024-07-18,Company,3402,9,0,14.54,New,Poor,Good,0,MaintenanceRiskModel
CA-000971,2024-11-21,VH-10028,NCW3340,Truck,35255,Average,1,4,Diesel,Manual,1.8L,35449,2023-12-16,2025-12-08,,1668,10,0,17.96,GOOD,GOOD,Weak,1,MaintenanceRiskModel
CA-000972,2025-07-30,VH-10255,PJY5688,Silverado,10923,Unknown,0,1,Hybrid,AUTO,2500,10940,2025-02-25,2031-02-20,,3003,10,0,54.32,Worn Out,Worn,WEAK,0,MaintenanceRiskModel
CA-000973,2024-08-23,VH-10235,WYW7755,M2,9890,Good,2,1,Gas,Automatic,,9702,2023-12-15,2024-12-22,Company,2748,18,1,35.28,Worn Out,GOOD,Replace,0,MaintenanceRiskModel
CA-000974,2025-03-17,VH-10310,GVN1075,Nissan NV200,141603,GOOD,0,9,Diesel,,,149617,2024-12-13,2022-06-11,Company,2444,12,0,8.59,Worn,Needs Service,Weak,1,ConditionPortal
CA-000975,2025-02-04,VH-10377,JIX1955,Sedan,232497,Poor,3,11,EV,,,232298,2024-07-02,2019-07-06,Leased,2974,12,1,8.66,Good,GOOD,WEAK,0,MaintenanceRiskModel
CA-000976,2026-04-29,VH-10333,JIW8343,Civic,34586,GOOD,,3,GAS,Automatic,2000,44375,2025-07-16,2027-09-25,Second,4301,20,0,52.14,Poor,Worn,Unknown,0,MaintenanceRiskModel
CA-000977,2024-02-26,VH-10111,VZD3750,Sedan,140985,Average,1,8,diesel,Automatic,2000,140956,2023-10-01,2021-09-07,,4493,4,0,19.82,Worn,New,Good,0,MaintenanceRiskModel
CA-000978,2024-08-29,VH-10237,JXH0864,Sedan,62474,Poor,,6,HYBRID,,2500,62719,2023-12-30,2024-04-12,Company,871,5,0,11.74,Worn Out,Poor,Unknown,1,MaintenanceRiskModel
CA-000979,2026-04-29,VH-10390,EVT7030,M2,33017,Unknown,,4,Electric,Manual,3.5L,32887,2025-05-31,2027-08-03,Second,2873,15,1,28.0,Good,GOOD,Unknown,0,MaintenanceRiskModel
CA-000980,2024-12-06,VH-10124,UGT6120,NV200,96875,Poor,0,12,EV,Automatic,,97024,2024-07-26,2020-04-26,Company,3852,8,3,17.0,Poor,Needs Service,Weak,0,InspectionApp
CA-000981,2024-07-03,VH-10019,BAZ3691,MV607,87861,GOOD,,9,Diesel,Manual,Electric,93279,2024-03-06,2020-03-09,Second,3008,10,0,40.03,Worn Out,Good,Weak,1,InspectionApp
CA-000982,2025-06-29,VH-10275,EFD7489,Express,192145,Unknown,0,12,GAS,,5.3L,206885,2024-05-24,2017-10-20,Company,3211,5,2,34.16,New,GOOD,WEAK,0,InspectionApp
CA-000983,2025-05-27,VH-10199,ZSP8512,Toyota Camry,213159,Poor,3,13,Gas,Manual,2500,237242,2024-10-17,2016-10-15,Pool,3781,10,2,31.74,Good,Needs Service,Unknown,1,ConditionPortal
CA-000984,2024-07-20,VH-10013,YPP2449,Chevrolet Express,60474,Average,1,4,Electric,Automatic,2500,68563,2023-10-23,03/08/2028,Company,1715,2,0,27.87,Poor,New,New,1,ConditionPortal
CA-000985,2025-09-15,VH-10391,SFP3482,Van,192405,Good,0,11,petrol,,2000,192442,2024-07-23,2018-07-25,Leased,2686,10,1,48.7,Worn Out,GOOD,Replace,1,ConditionPortal
CA-000986,2025-05-20,VH-10091,GSR3898,Express,165564,Poor,0,10,Gas,Automatic,2500,186372,2025-05-13,2018-10-16,Second,862,5,2,15.4,GOOD,Worn,New,1,InspectionApp
CA-000987,2025-08-17,VH-10180,HBI7561,Ford F-150,113808,Poor,0,9,Diesel,AUTO,3.5L,136117,2025-04-21,2020-10-24,Company,2653,9,0,40.53,Poor,Good,Weak,1,InspectionApp
CA-000988,2024-08-31,VH-10406,QCU7481,Nissan NV200,149236,Poor,1,12,Electric,,3.5L,156970,2023-08-14,2026-04-23,,2883,10,3,19.25,Good,Good,Unknown,1,MaintenanceRiskModel
CA-000989,2025-07-31,VH-10399,QWJ6840,Honda Civic,38199,Good,0,4,Gasoline,Automatic,,55300,2024-12-13,2025-09-06,Second,4203,18,0,25.24,Worn,New,Good,1,InspectionApp
CA-000990,09/18/2024,VH-10142,QLD6274,Toyota Tacoma,94866,Poor,2,7,Gasoline,Automatic,2000,115344,2024-07-08,2024-10-28,,3057,17,2,17.62,New,New,Replace,1,ConditionPortal
CA-000991,2025-04-03,VH-10385,JGJ8528,F-150,134603,Good,3,6,Hybrid,Manual,3.5L,155877,2025-02-01,2025-05-25,,3634,1,3,44.91,Worn,Worn,Unknown,0,ConditionPortal
CA-000992,2024-01-13,VH-10187,FRA6247,Chevrolet Silverado,162110,Unknown,2,13,Diesel,CVT,3.5L,162004,2023-09-26,2024-07-10,Pool,1315,7,2,8.01,GOOD,Needs Service,Unknown,0,MaintenanceRiskModel
CA-000993,2025-08-22,VH-10233,LLZ9444,MV607,73365,GOOD,,6,DIESEL,Automatic,5.3L,89982,2024-10-16,2025-10-15,Leased,1652,0,0,26.55,Worn,Needs Service,Weak,0,ConditionPortal
CA-000994,12/16/2025,VH-10268,GMT9687,Van,53780,GOOD,1,3,DIESEL,AUTO,3.5L,53813,2025-09-13,2028-03-05,,806,6,0,19.87,Worn,Needs Service,Unknown,0,InspectionApp
CA-000995,2025-06-13,VH-10329,AXN5145,Truck,62897,Poor,3,3,Diesel,,Electric,62619,2024-05-17,2027-07-16,Second,2306,12,2,14.55,Good,New,Weak,1,InspectionApp
CA-000996,2024-06-23,VH-10168,NFK9745,M2,158542,Average,1,12,Electric,Automatic,,164548,2023-12-14,2017-06-07,Pool,2497,12,0,32.22,Worn Out,GOOD,Good,0,ConditionPortal
CA-000997,2025-07-13,VH-10384,SJG6326,NV200,212752,Unknown,1,10,Diesel,Automatic,3.5L,222027,2025-04-06,2019-12-16,Leased,2377,14,0,20.66,GOOD,GOOD,New,0,MaintenanceRiskModel
CA-000998,2026-03-12,VH-10162,BRE6768,Toyota Prius,125197,Unknown,3,12,Hybrid,Automatic,2500,125493,01/20/2025,2026-10-14,Leased,3427,0,3,49.35,GOOD,Needs Service,Weak,0,ConditionPortal
CA-000999,2024-01-29,VH-10180,HBI7561,Ford F-150,114736,Average,2,9,Gas,Automatic,3.5L,114841,2024-01-07,2020-10-24,Company,2144,17,3,31.97,Worn,GOOD,Unknown,0,MaintenanceRiskModel
CA-001000,2024-04-22,VH-10379,OOI3784,Sierra,54188,GOOD,3,3,DIESEL,Manual,2000,54115,2023-09-14,2028-08-16,,2236,17,3,15.43,GOOD,New,Weak,0,ConditionPortal
CA-001001,2026-01-20,VH-10262,EIR9531,International MV607,104907,Good,1,5,DIESEL,Automatic,,104930,2025-11-11,06/17/2025,Company,960,15,0,33.76,Worn,GOOD,Good,1,InspectionApp
CA-001002,2024-11-22,VH-10306,ZKO2347,Chevrolet Express,62067,Average,0,3,Gas,AUTO,,80280,2024-06-05,2029-02-10,Company,4440,5,0,45.05,New,Good,Replace,0,MaintenanceRiskModel
CA-001003,2024-08-28,VH-10081,HAC4851,Sedan,136871,Average,1,8,Electric,AUTO,2500,158991,2023-12-05,2023-08-17,Leased,2731,14,0,36.93,Good,Worn,New,1,InspectionApp
CA-001004,2026-03-01,VH-10364,GQO7666,Chevrolet Silverado,67479,Poor,,4,DIESEL,AUTO,3.5L,82931,2025-01-28,2028-08-17,Leased,1079,15,0,53.27,Poor,Good,New,0,InspectionApp
CA-001005,2024-12-05,VH-10355,MSW8083,Tacoma,80613,GOOD,,8,Diesel,Manual,,101537,2023-12-30,2023-10-05,Company,3460,12,1,11.7,Good,New,Weak,0,ConditionPortal
CA-001006,2025-02-04,VH-10388,TSV3645,Sierra,23050,Good,,1,Gas,AUTO,2000,22854,2025-01-15,2028-02-08,Pool,3350,7,0,21.7,Worn Out,New,WEAK,0,ConditionPortal
CA-001007,2025-10-07,,JLB8055,Toyota Camry,59653,Average,3,3,Electric,Manual,Electric,70752,2025-01-17,2029-02-15,,3120,11,1,18.26,New,Worn,New,1,ConditionPortal
CA-001008,2025-07-22,VH-10110,RWY9384,Express,30132,Poor,,2,Electric,,2000,30040,2025-04-21,2029-12-06,Pool,3116,7,1,31.67,Worn Out,New,New,0,InspectionApp
CA-001009,2024-10-07,VH-10132,MJL5707,Truck,72241,Unknown,0,7,Diesel,Automatic,,85666,09/07/2024,2024-04-18,Leased,1854,6,1,38.03,Poor,Needs Service,Good,0,ConditionPortal
CA-001010,2024-04-13,VH-10091,GSR3898,Express,164028,Unknown,3,10,Diesel,Manual,3.5L,163738,2023-03-26,2018-10-16,Company,1303,17,0,17.08,Worn,Good,Unknown,1,MaintenanceRiskModel
CA-001011,2024-11-23,VH-10197,BUG9263,Sierra,11608,Good,1,1,EV,AUTO,Electric,11892,2023-10-27,2030-06-18,Leased,2911,17,1,8.15,Poor,Worn,WEAK,0,InspectionApp
CA-001012,2024-10-03,VH-10249,WDG2114,Van,12578,Unknown,3,1,DIESEL,,2000,12418,2023-09-16,2029-04-23,Leased,2416,11,2,51.57,Poor,Worn,New,0,InspectionApp
CA-001013,2024-07-03,VH-10200,GDC5725,Ford Transit,238627,GOOD,0,12,Hybrid,,2.0L,250498,2024-04-06,2017-10-18,Leased,1057,18,0,16.39,Poor,GOOD,New,0,InspectionApp
CA-001014,2024-12-09,VH-10320,VLJ8987,Toyota Tacoma,280333,Unknown,2,14,EV,,,280577,2024-08-26,2014-11-09,Second,4264,10,3,41.22,Good,GOOD,New,0,InspectionApp
CA-001015,2026-01-11,VH-10067,MME1126,Sedan,74050,Average,0,4,Electric,AUTO,Electric,73972,2025-04-03,2026-09-07,,1399,8,1,51.64,GOOD,Good,Good,0,ConditionPortal
CA-001016,2024-03-29,VH-10129,QNL7195,Camry,139171,Average,0,7,Diesel,,2000,157087,2023-09-22,2024-10-16,Leased,2940,14,0,38.87,Worn Out,Worn,Unknown,0,ConditionPortal
CA-001017,2025-11-23,VH-10146,SXJ2374,Sierra,37105,Good,0,2,Hybrid,,2000,60411,2025-02-24,05/15/2029,Second,2264,10,3,34.6,Good,Good,Weak,0,MaintenanceRiskModel
CA-001018,2024-11-17,VH-X4391,KHV1567,Ford Explorer,99698,Average,0,6,Electric,Automatic,,99985,2024-02-17,09/25/2023,Second,3514,20,3,14.04,Poor,Poor,WEAK,0,InspectionApp
CA-001019,06/21/2024,VH-10263,IWQ2863,MV607,136490,Poor,2,9,Electric,AUTO,,136430,2024-02-03,2022-10-04,,3394,17,2,52.13,Worn,New,Good,1,MaintenanceRiskModel
CA-001020,2024-03-13,VH-10049,LYU4876,Truck,184022,GOOD,2,11,Diesel,Automatic,,195617,12/31/2023,2021-07-25,Leased,1826,10,3,40.95,GOOD,Poor,WEAK,0,MaintenanceRiskModel
CA-001021,2026-03-20,VH-10184,YRB9983,MV607,180648,GOOD,,9,DIESEL,,6.7L,180368,2025-03-23,2021-12-04,,4088,5,2,48.61,New,GOOD,Replace,1,ConditionPortal
CA-001022,2026-02-18,VH-10068,UTA7857,Toyota Camry,48284,Good,3,3,Diesel,Automatic,,54701,2026-01-09,2028-04-18,Leased,2427,16,3,22.43,GOOD,Good,Replace,0,MaintenanceRiskModel
CA-001023,2026-03-08,,XJC4753,Truck,158025,Poor,0,8,DIESEL,Manual,2.5L,158139,2025-05-18,2024-03-24,Pool,4345,18,0,22.93,Poor,New,WEAK,0,InspectionApp
CA-001024,2024-02-29,VH-10092,BHY6208,Van,149824,GOOD,2,8,EV,,2.5L,149758,2023-09-08,2022-05-29,Pool,2811,4,3,26.2,Worn Out,Worn,Replace,1,ConditionPortal
CA-001025,2025-06-28,VH-10071,DCB2613,Van,161473,GOOD,3,10,Electric,AUTO,2000,183844,2024-08-21,2020-12-19,,2267,7,2,27.3,Worn Out,GOOD,Unknown,0,ConditionPortal
CA-001026,06/19/2024,VH-10278,UHV7761,F-150,141948,Poor,2,7,Electric,,Electric,141956,08/02/2023,2023-11-03,Second,3681,3,0,33.44,New,Good,Unknown,1,InspectionApp
CA-001027,2025-09-07,VH-10332,WSP6312,Toyota Camry,32027,Good,,3,EV,AUTO,2500,32155,2025-07-12,2026-11-24,Company,3762,11,3,38.17,Poor,Good,Unknown,0,ConditionPortal
CA-001028,2025-09-09,VH-10206,AQZ8918,Sedan,102872,Poor,1,11,Electric,AUTO,3.5L,103153,2025-01-28,2018-11-17,Leased,1277,3,3,39.74,Poor,Poor,Weak,0,ConditionPortal
CA-001029,2024-11-28,VH-10227,WFT3459,Truck,134624,Poor,2,8,Electric,AUTO,Electric,134428,10/03/2024,2021-06-17,Leased,1002,13,3,39.89,Poor,Needs Service,Weak,0,MaintenanceRiskModel
CA-001030,2024-07-30,,EYS5724,Prius,34696,GOOD,0,2,Hybrid,Manual,3.5L,34577,2023-12-29,2030-01-02,Pool,2275,5,1,37.18,Good,Needs Service,WEAK,0,ConditionPortal
CA-001031,2025-06-24,VH-10390,EVT7030,Heavy Truck,38065,Good,2,4,Diesel,CVT,Electric,52929,05/18/2024,2027-08-03,Leased,1012,20,1,40.83,Worn Out,New,New,0,MaintenanceRiskModel
CA-001032,2024-10-31,VH-10065,RPO7917,Chevrolet Express,75055,Poor,1,6,Hybrid,,Electric,75203,2024-07-29,2023-10-27,,1654,0,0,17.91,Good,Needs Service,Unknown,0,ConditionPortal
CA-001033,2025-12-18,VH-10046,YZN9556,Prius,84104,Unknown,,9,DIESEL,,6.7L,107025,2025-03-22,2020-03-11,Leased,1675,0,0,37.56,Good,Needs Service,Good,0,InspectionApp
CA-001034,2025-01-25,VH-10310,GVN1075,NV200,143132,Average,3,9,DIESEL,,3.5L,143100,2023-12-30,2022-06-11,,1555,16,3,44.68,Worn Out,Needs Service,WEAK,0,MaintenanceRiskModel
CA-001035,2026-02-16,VH-10308,MEE9917,Ford Transit,28909,Poor,1,2,Diesel,Automatic,Electric,28879,2025-05-07,2029-01-29,Second,1296,19,0,10.15,Good,Poor,Weak,0,ConditionPortal
CA-001036,11/08/2024,VH-10077,DKC1754,Van,234882,Good,3,11,Gas,,2000,244294,2024-02-20,2025-03-10,,2672,1,0,34.25,Worn Out,Worn,Unknown,1,InspectionApp
CA-001037,2025-09-05,,TLJ3701,Silverado,163516,Average,0,10,GAS,,2500,184332,01/16/2025,2021-12-01,Company,2281,20,2,21.11,GOOD,GOOD,Weak,1,ConditionPortal
CA-001038,03/22/2025,VH-10236,FSR3291,Honda Civic,117546,GOOD,1,9,DIESEL,AUTO,Electric,117413,2025-01-10,2020-10-19,Leased,2919,0,0,41.03,Worn,Worn,New,0,ConditionPortal
CA-001039,2024-08-29,VH-10047,CGN2539,Ford F-150,52852,Poor,2,4,Gas,,Electric,52892,2024-01-06,2026-11-18,Second,3813,2,3,16.56,GOOD,Poor,New,0,MaintenanceRiskModel
CA-001040,2024-05-11,VH-10328,CXF5413,Tacoma,12345,GOOD,0,1,HYBRID,Automatic,2500,21679,2024-03-26,2028-07-05,,1489,9,2,9.86,Good,Poor,New,1,MaintenanceRiskModel
CA-001041,2025-02-11,VH-10300,OCK5417,Nissan NV200,38748,Good,0,4,Diesel,AUTO,3.5L,53674,2024-02-01,2025-11-28,Pool,3422,20,0,14.13,Worn Out,Poor,Good,0,MaintenanceRiskModel
CA-001042,2025-02-19,VH-10299,GGH8766,Truck,31691,Average,0,3,EV,Manual,,31735,2024-02-03,2029-01-22,Second,2522,10,2,53.35,GOOD,Good,Unknown,0,InspectionApp
CA-001043,2026-04-23,VH-10169,KRH1494,Sedan,66601,Poor,3,4,DIESEL,Automatic,3.5L,66430,2025-08-11,2026-02-08,Second,889,8,3,22.75,Good,Good,Weak,1,MaintenanceRiskModel
CA-001044,2024-06-03,VH-10174,VWH0540,MV607,98857,GOOD,1,9,Diesel,Manual,2000,98567,12/07/2023,2023-05-14,Second,4117,18,2,16.5,Good,Needs Service,New,0,InspectionApp
CA-001045,2025-11-17,VH-10381,TQJ3478,F-150,115985,Poor,2,10,EV,,Electric,129944,2024-11-01,08/27/2019,Pool,2856,20,0,41.14,Worn,GOOD,Unknown,0,InspectionApp
CA-001046,2025-02-13,VH-10354,LYN0149,Truck,194015,Unknown,,13,Hybrid,Automatic,2000,194297,2024-03-21,03/24/2018,,4065,9,0,11.4,Worn,Poor,Good,1,ConditionPortal
CA-001047,2024-11-01,,WBR0650,MV607,253257,GOOD,2,12,EV,Manual,,268169,2024-08-27,2019-04-12,Second,1566,9,2,22.84,Worn,New,Weak,0,ConditionPortal
CA-001048,2025-10-18,VH-10155,UHO1449,Sedan,98757,Average,3,8,Diesel,CVT,2000,118808,2025-08-03,2026-02-18,Pool,1392,7,3,50.07,Worn Out,GOOD,Weak,0,MaintenanceRiskModel
CA-001049,2025-01-17,,ZSP8512,Camry,216279,Average,2,13,Hybrid,AUTO,2000,216345,2024-08-20,2016-10-15,Leased,1087,14,3,46.94,GOOD,Good,Weak,1,MaintenanceRiskModel
CA-001050,04/04/2026,VH-10384,SJG6326,NV200,213234,GOOD,3,10,Hybrid,Manual,3.5L,233825,2026-01-31,2019-12-16,Second,4169,11,0,18.89,New,Poor,New,0,ConditionPortal
CA-001051,2026-03-11,VH-10377,JIX1955,Prius,233287,GOOD,0,11,EV,Automatic,,238318,2026-01-12,2019-07-06,Company,2482,3,1,43.18,New,Good,Weak,0,ConditionPortal
CA-001052,2024-12-30,,DSZ9993,Ford Explorer,162154,Poor,0,9,EV,Manual,2000,179814,2024-08-24,2025-07-30,Pool,892,5,1,11.61,GOOD,New,Unknown,1,ConditionPortal
CA-001053,2024-11-12,VH-10065,RPO7917,Chevrolet Express,66726,Unknown,2,6,Hybrid,AUTO,3.5L,74096,2024-08-25,10/27/2023,,1023,4,0,22.46,GOOD,Good,Weak,0,InspectionApp
CA-001054,2026-04-01,VH-10327,VGN5882,Toyota Tacoma,166828,Poor,1,13,Hybrid,AUTO,Electric,167083,2025-02-26,2019-01-11,Leased,3529,13,3,50.61,Worn Out,Poor,Unknown,0,InspectionApp
CA-001055,2024-03-23,VH-10044,ZDL8975,M2,126449,Average,0,14,Hybrid,Manual,,135275,2023-09-27,2018-02-07,Pool,3135,15,0,39.29,Poor,GOOD,Replace,0,ConditionPortal
CA-001056,2025-09-05,,HLL5436,Toyota Tacoma,138979,Poor,0,13,Gas,Manual,1.8L,139163,2024-10-03,2017-08-04,Pool,3448,12,2,11.06,GOOD,Poor,New,1,InspectionApp
CA-001057,2026-02-13,VH-10178,ZGW3455,Freightliner M2,188681,Good,,12,Gas,Manual,2500,188482,2026-04-03,2017-06-07,Pool,1786,17,0,26.85,Good,GOOD,Good,1,MaintenanceRiskModel
CA-001058,2025-04-24,VH-10174,VWH0540,International MV607,102157,Good,0,9,Gas,AUTO,2000,111922,03/02/2025,05/14/2023,Second,4209,0,1,10.34,Poor,Worn,Unknown,1,MaintenanceRiskModel
CA-001059,2024-01-14,VH-10309,TOQ8049,Sierra,15066,Unknown,0,1,Diesel,Automatic,2.0L,34529,2024-01-07,2028-03-09,,4288,2,3,16.54,New,New,Replace,1,MaintenanceRiskModel
CA-001060,2025-01-15,VH-10232,HNR0845,Toyota Tacoma,36659,Poor,1,2,GAS,Manual,,36803,2025-01-13,2029-08-24,Pool,1972,20,2,26.27,New,Needs Service,New,0,InspectionApp
CA-001061,08/02/2025,VH-X8213,JLB8055,Sedan,64244,Poor,0,3,EV,Manual,2500,64358,2024-09-02,2029-02-15,,3488,7,0,29.56,Good,GOOD,Weak,0,ConditionPortal
CA-001062,2025-12-18,VH-10276,IMQ8703,Honda Civic,164563,Poor,0,8,Diesel,AUTO,,164395,2025-11-18,2023-05-20,Leased,3120,16,2,50.52,Worn Out,New,New,0,ConditionPortal
CA-001063,2025-04-05,VH-10306,ZKO2347,Chevrolet Express,60665,Unknown,3,3,DIESEL,,2000,69999,2024-10-28,2029-02-10,Company,2237,14,0,19.87,GOOD,Worn,New,1,ConditionPortal
CA-001064,2024-07-14,VH-10241,IJK4151,Honda Civic,126308,Poor,0,6,Gas,,3.5L,134191,2024-07-07,2024-01-07,,4444,2,2,44.21,Good,Poor,WEAK,0,MaintenanceRiskModel
CA-001065,2025-12-01,VH-10110,RWY9384,Chevrolet Express,30071,Average,3,2,EV,Manual,2000,50409,2025-10-31,2029-12-06,,4233,8,0,41.02,Worn,New,WEAK,0,InspectionApp
CA-001066,2024-08-08,VH-10417,LHN8465,Heavy Truck,153562,Unknown,0,10,Gas,Manual,2500,153487,2024-03-21,2019-05-23,,2289,14,0,14.53,Poor,GOOD,Weak,0,InspectionApp
